,id,english,translated
4215,667713,Before doing daatun it isimportant to pay attention to the these pints as well .,<unk> এই মতে সময় অব্ধি দম্পতি থাকতেন ৷ ৷
4216,667714,"Some conditions related to the disease of mania are mix type , rapid cycler , ultra rapid cycler .","<unk> কিছু কিছু কিছু রোগ রোগ যেমন ,"
4217,667715,play album,<unk> চালাও
4218,667716,play romantic playlist,<unk> প্রিয়
4219,667717,"In 1854, the lieutenant governor of Bengal took up residence there.",<unk> ১৯৬৪ সালে ১৯২০ লেহতে সালে। সালে।
4220,667718,Sambhaji encouraged the agricultural activity in the Maratha state.,<unk> গ্রামীণ কৃষি কৃষি কৃষি কৃষকরা কৃষি মুসলমান। সমর্থন
4221,667719,But Bondla park stays closed every Wednesday .,<unk> কিন্তু কিন্তু কাছেই রাত্রি পায় চলে ৷ যায়
4222,667720,After that continuously warm bandage with light clean cotton .,<unk> লেবুর পরিষ্কার জলে পরিষ্কার পরিষ্কার করুন করুন ৷ ৷
4223,667721,Shri Gobind Temple has two golden domes and big hall .,<unk> জগন্নাথ মন্দির মন্দির ভাগে দুই দুই ভাগে ভাগে বিভক্ত বিভক্ত করেছেন ৷ ৷
4224,667722,An extremely important thing related with Alipore zoo is a book .,<unk> আরেকটি একটি গুরুত্বপুর্ণ তীর্থস্থান তীর্থস্থান ৷ ৷
4225,667723,They say that a good sleep is necessary for good health .,<unk> তারা তারা ভালো ভালো করে ৷ ৷
4226,667724,The discerning listeners speak out Bismillah Khan as they listen him .,<unk> বিচারকের বাজানোর কাঁধে নিম্নলিখিত বলে ।
4227,667725,In Bihar it is grown as cash crop but the production is very less.,<unk> এর এর ক্ষেত্রে এটির এটির চাষ চাষ করা করা হয়। হয়।
4228,667726,Sultanpur village is located 40km from Dhaula Kuan in Delhi and 15km from Gurugram city on the Gurugram-Jhajjar highway.,<unk> সুলতানপুর শহর থেকে থেকে ২৫ ২১০ কিলোমিটার কিলোমিটার দূরে দক্ষিণ-পূর্বে অবস্থিত।
4229,667727,"Jhum farming, or cut-and-burn shift cultivation, is an ancient practice in Meghalaya.",<unk> সেভাল বা একটি জনপ্রিয় জনপ্রিয় মিশ্রণ।
4230,667728,According to the belief the idol of Shri Kalyanji was enshrined by king Digva .,<unk> বিশ্বনাথ পিটার মূর্তির মন্দিরের পুত্র নির্মাণ করেন করেন ׀ ׀
4231,667729,cancel alarm for tomorrow,<unk> অ্যালার্ম
4232,667730,The fort of Tughluqabad in the southern part of Delhi is present as the ruin of a huge fort .,<unk> খোদাইয়ের খোদাইয়ের রাজধানী রাজধানী হল হল একটি আহমেদাবাদের চিড়িয়াখানা ৷ ৷
4233,667731,"As such, leaders of the Muslim League, including Muhammad Ali Jinnah, issued no condemnation of the violence against Hindus and Sikhs in Punjab.",<unk> স্বাধীনতার সালে পর ক্রমবর্ধমান অধ্যাপক মুসলিম জয় করে করে এবং সত্ত্বেও সত্ত্বেও আলাউদ্দিন আলাউদ্দিন মুসলিম মুসলিম বাহিনীকে জয়
4234,667732,The climate of South Forest Island National Park is tropical .,<unk> বন্যপ্রাণী বিমানবন্দরও ক্ষেত্র ׀ ׀
4235,667733,"In Russia, Children's Day is celebrated on 1 June.",<unk> এপ্রিল শিশু দিবস দিবস উদযাপিত উদযাপিত হয়। হয়। <pad>
4236,667734,Stop my autopay of snapdeal subscription for next month.,<unk> আমার আমার আমার গানের
4237,667735,At evening 4 o`clock the palanquin reached ` Chepdyun ` .,<unk> বিকেল বিকেল সাড়ে গম্বুজ পৌঁছায় পৌঁছায় ৷ ׀
4238,667736,The soils of the arid region are generally sandy to sandy-loam in texture.,<unk> কার্পাসের অঞ্চল উৎপত্তি তুলনামূলকভাবে হয় কম। ।
4239,667737,give me moscow time,<unk> আমাকে
4240,667738,"Five soldiers were killed, and the two assailants were subsequently shot.",<unk> দুই দুই দুই সৈনিক সৈনিক এবং ছিলেন। ৯ম
4241,667739,"According to The Bulletin, over the past 70 years there have been more than 4000 claimed sightings, but not a single verifiable artifact of hard evidence.","<unk> প্রতিবেদন মতে, অনুসারে সাম্প্রতিককালে সুফল সুফল কোর্ট কোর্ট কিন্তু কিন্তু সাম্প্রতিককালে সাম্প্রতিককালে মারা কিন্তু যায়। মারা মারা উঠেছে।"
4242,667740,The BT chick peas of pulses will be developed through domestic resources .,<unk> পরম্পরাগত ফসলকে গতিবিধির মাটিকে কাঠামোর সুনিশ্চিত মাত্রা কমে করা উচিত হয় । ।
